com,n_com,dgr_int,PY,TI,AU,UT,seed_com
15,3,0.02262443438914027,2021,MANAGEMENT OF ANAPHYLAXIS DUE TO COVID-19 VACCINES IN THE ELDERLY,BOUSQUET J;AGACHE I;BLAIN H;JUTEL M;VENTURA MT;WORM M;DEL GIACCO S;BENETOS A;BILO BM;CZARLEWSKI W;ABDUL LATIFF AH;AL-AHMAD M;ANGIER E;ANNESI-MAESANO I;ATANASKOVIC-MARKOVIC M;BACHERT C;BARBAUD A;BEDBROOK A;BENNOOR KS;BERGHEA EC;BINDSLEV-JENSEN C;BONINI S;BOSNIC-ANTICEVICH S;BROCKOW K;BRUSSINO L;CAMARGOS P;CANONICA GW;CARDONA V;CARREIRO-MARTINS P;CARRIAZO A;CASALE T;CAUBET J-C;CECCHI L;CHERUBINI A;CHRISTOFF G;CHU DK;CRUZ AA;DOKIC D;EL-GAMAL Y;EBISAWA M;EBERLEIN B;FARRELL J;FERNANDEZ-RIVAS M;FOKKENS WJ;FONSECA JA;GAO Y;GAVAZZI G;GAWLIK R;GELINCIK A;GEMICIOĞLU B;GOTUA M;GUÉRIN O;HAAHTELA T;HOFFMANN-SOMMERGRUBER K;HOFFMANN HJ;HOFMANN M;HRUBISKO M;ILLARIO M;IRANI C;ISPAYEVA Z;IVANCEVICH JC;JULGE K;KAIDASHEV I;KHAITOV M;KNOL E;KRAXNER H;KUNA P;KVEDARIENE V;LAUERMA A;LE LTT;LE MOING V;LEVIN M;LOUIS R;LOURENCO O;MAHLER V;MARTIN FC;MATUCCI A;MILENKOVIC B;MIOT S;MONTELLA E;MORAIS-ALMEIDA M;MORTZ CG;MULLOL J;NAMAZOVA-BARANOVA L;NEFFEN H;NEKAM K;NIEDOSZYTKO M;ODEMYR M;O'HEHIR RE;OKAMOTO Y;OLLERT M;PALOMARES O;PAPADOPOULOS NG;PANZNER P;PASSALACQUA G;PATELLA V;PETROVIC M;PFAAR O;PHAM-THI N;PLAVEC D;POPOV TA;RECTO MT;REGATEIRO FS;REYNES J;ROLLER-WINSBERGER RE;ROLLAND Y;ROMANO A;RONDON C;ROTTEM M;ROUADI PW;SALLES N;SAMOLINSKI B;SANTOS AF;S SARQUIS F;SASTRE J;M G A SCHOLS J;SCICHILONE N;SEDIVA A;SHAMJI MH;SHEIKH A;SKYPALA I;SMOLINSKA S;SOKOLOWSKA M;SOUSA-PINTO B;SOVA M;STELMACH R;STURM G;SUPPLI ULRIK C;TODO-BOM AM;TOPPILA-SALMI S;TSILIGIANNI I;TORRES M;UNTERSMAYR E;URRUTIA PEREIRA M;VALIULIS A;VITTE J;VULTAGGIO A;WALLACE D;WALUSIAK-SKORUPA J;WANG D-Y;WASERMAN S;YORGANCIOGLU A;YUSUF OM;ZERNOTTI M;ZIDARN M;CHIVATO T;AKDIS CA;ZUBERBIER T;KLIMEK L,2-S2.0-85105283261,FALSE
15,3,0.014150943396226415,2021,"EAACI STATEMENT ON THE DIAGNOSIS, MANAGEMENT AND PREVENTION OF SEVERE ALLERGIC REACTIONS TO COVID-19 VACCINES",SOKOLOWSKA M;EIWEGGER T;OLLERT M;TORRES MJ;BARBER D;DEL GIACCO S;JUTEL M;NADEAU KC;PALOMARES O;RABIN RL;RIGGIONI C;VIETHS S;AGACHE I;SHAMJI MH,2-S2.0-85107927399,FALSE
16,3,0.12743770314192848,2018,ETIOLOGY OF VIRAL RESPIRATORY INFECTIONS IN NORTHERN LAO PEOPLE'S DEMOCRATIC REPUBLIC,SNOECK CJ;PONGHSAVATH V;LUETTEKE N;KAUFMANN S;SAUSY A;SAMOUNTRY B;JUTAVIJITTUM P;WEBER B;MULLER CP,2-S2.0-85050622452,FALSE
16,3,0.1258642765685019,2021,"EPIDEMIOLOGY OF ACUTE RESPIRATORY VIRAL INFECTIONS IN CHILDREN IN VIENTIANE, LAO PEOPLE'S DEMOCRATIC REPUBLIC",SNOECK CJ;EVDOKIMOV K;XAYDALASOUK K;MONGKHOUNE S;SAUSY A;VILIVONG K;PAULY M;HÜBSCHEN JM;BILLAMAY S;MULLER CP;BLACK AP,2-S2.0-85105613921,FALSE
16,3,0.05611888111888112,2021,"EPIDEMIOLOGY AND GENETIC CHARACTERIZATION OF RESPIRATORY SYNCYTIAL VIRUS IN CHILDREN WITH ACUTE RESPIRATORY INFECTIONS: FINDINGS FROM THE INFLUENZA SENTINEL SURVEILLANCE NETWORK IN CENTRAL AFRICAN REPUBLIC, 2015 TO 2018",KOMOYO GF;YAMBIYO BM;MANIRAKIZA A;GODY JC;MULLER CP;HÜBSCHEN JM;NAKOUNE E;SNOECK CJ,2-S2.0-85108969545,FALSE
17,3,0.11442307692307693,2017,A LARGE SCALE HEARING LOSS SCREEN REVEALS AN EXTENSIVE UNEXPLORED GENETIC LANDSCAPE FOR AUDITORY DYSFUNCTION,BOWL MR;SIMON MM;INGHAM NJ;GREENAWAY S;SANTOS L;CATER H;TAYLOR S;MASON J;KURBATOVA N;PEARSON S;BOWER LR;CLARY DA;MEZIANE H;REILLY P;MINOWA O;KELSEY L;ALLEN S;CLEMENTSON-MOBBS S;CODNER G;FRAY M;GARDINER W;JOYNSON R;KENYON J;LOEFFLER J;NELL B;PARKER A;QUWAILID D;STEWART M;WALLING A;ZAMAN R;CHEN C-K;CONTE N;MATTHEWS P;RELAC M;TUDOSE I;WARREN J;LE MARCHAND E;EL AMRI A;EL FERTAK L;ENNAH H;ALI-HADJI D;AYADI A;WATTENHOFER-DONZE M;MOULAERT D;JACQUOT S;ANDRÉ P;BIRLING M-C;PAVLOVIC G;LALANNE V;LUX A;RIET F;MITTELHAEUSER C;BOUR R;GUIMOND A;BAM'HAMED C;LEBLANC S;VASSEUR L;SELLOUM M;SORG T;AYABE S;FURUSE T;KANEDA H;KOBAYASHI K;MASUYA H;MIURA I;OBATA Y;SUZUKI T;TAMURA M;TANAKA N;YAMADA I;YOSHIKI A;BERBEROVIC Z;BUBSHAIT M;CABEZAS J;CARROLL T;CLARK G;CLARKE S;CREIGHTON A;DANISMENT O;ESKANDARIAN M;FEUGAS P;GERTSENSTEIN M;GUO R;HUNTER J;JACOB E;LAN Q;LAURIN V;LAW N;MACMASTER S;MILLER D;MORIKAWA L;NEWBIGGING S;OWEN C;PENTON P;PEREIRA M;QU D;SHANG X;SLEEP G;SOHEL K;TONDAT S;WANG Y;VUKOBRADOVIC I;ZHU Y;CHIANI F;DI PIETRO C;DI SEGNI G;ERMAKOVA O;FERRARA F;FRUSCOLONI P;GAMBADORO A;GASTALDI S;GOLINI E;SALA GL;MANDILLO S;MARAZZITI D;MASSIMI M;MATTEONI R;ORSINI T;PASQUINI M;RASPA M;RAUCH A;ROSSI G;ROSSI N;PUTTI S;SCAVIZZI F;TOCCHINI-VALENTINI GD;BEIG J;BÜRGER A;GIESERT F;GRAW J;KÜHN R;ORITZ O;SCHICK J;SEISENBERGER C;AMARIE O;GARRETT L;HÖLTER SM;ZIMPRICH A;AGUILAR-PIMENTEL A;BECKERS J;BROMMAGE R;CALZADA-WACK J;FUCHS H;GAILUS-DURNER V;LENGGER C;LEUCHTENBERGER S;MAIER H;MARSCHALL S;MORETH K;NEFF F;ÖSTEREICHER MA;ROZMAN J;STEINKAMP R;STOEGER C;TREISE I;STOEGER T;YILDRIM AÖ;EICKELBERG O;BECKER L;KLOPSTOCK T;OLLERT M;BUSCH DH;SCHMIDT-WEBER C;BEKEREDJIAN R;ZIMMER A;RATHKOLB B;WOLF E;KLINGENSPOR M;TOCCHINI-VALENTINI GP;GAO X;BRADLEY A;SKARNES WC;MOORE M;BEAUDET AL;JUSTICE MJ;SEAVITT J;DICKINSON ME;WURST W;DE ANGELIS MH;HERAULT Y;WAKANA S;NUTTER LMJ;FLENNIKEN AM;MCKERLIE C;MURRAY SA;SVENSON KL;BRAUN RE;WEST DB;LLOYD KCK;ADAMS DJ;WHITE J;KARP N;FLICEK P;SMEDLEY D;MEEHAN TF;PARKINSON HE;TEBOUL LM;WELLS S;STEEL KP;MALLON A-M;BROWN SDM,2-S2.0-85031311476,FALSE
17,3,0.10045248868778281,2017,PREVALENCE OF SEXUAL DIMORPHISM IN MAMMALIAN PHENOTYPIC TRAITS,KARP NA;MASON J;BEAUDET AL;BENJAMINI Y;BOWER L;BRAUN RE;BROWN SDM;CHESLER EJ;DICKINSON ME;FLENNIKEN AM;FUCHS H;DE ANGELIS MH;GAO X;GUO S;GREENAWAY S;HELLER R;HERAULT Y;JUSTICE MJ;KURBATOVA N;LELLIOTT CJ;LLOYD KCK;MALLON A-M;MANK JE;MASUYA H;MCKERLIE C;MEEHAN TF;MOTT RF;MURRAY SA;PARKINSON H;RAMIREZ-SOLIS R;SANTOS L;SEAVITT JR;SMEDLEY D;SORG T;SPEAK AO;STEEL KP;SVENSON KL;WAKANA S;WEST D;WELLS S;WESTERBERG H;YAACOBY S;WHITE JK;OBATA Y;SUZUKI T;TAMURA M;KANEDA H;FURUSE T;KOBAYASHI K;MIURA I;YAMADA I;TANAKA N;YOSHIKI A;AYABE S;CLARY DA;TOLENTINO HA;SCHUCHBAUER MA;TOLENTINO T;APRILE JA;PEDROIA SM;KELSEY L;VUKOBRADOVIC I;BERBEROVIC Z;OWEN C;QU D;GUO R;NEWBIGGING S;MORIKAWA L;LAW N;SHANG X;FEUGAS P;WANG Y;ESKANDARIAN M;ZHU Y;NUTTER LMJ;PENTON P;LAURIN V;CLARKE S;LAN Q;SOHEL K;MILLER D;CLARK G;HUNTER J;CABEZAS J;BUBSHAIT M;CARROLL T;TONDAT S;MACMASTER S;PEREIRA M;GERTSENSTEIN M;DANISMENT O;JACOB E;CREIGHTON A;SLEEP G;CLARK J;TEBOUL L;FRAY M;CAULDER A;LOEFFLER J;CODNER G;CLEAK J;JOHNSON S;SZOKE-KOVACS Z;RADAGE A;MARITATI M;MIANNE J;GARDINER W;ALLEN S;CATER H;STEWART M;KESKIVALI-BOND P;SINCLAIR C;BROWN E;DOE B;WARDLE-JONES H;GRAU E;GRIGGS N;WOODS M;KUNDI H;GRIFFITHS MND;KIPP C;MELVIN DG;RAJ NPS;HOLROYD SA;GANNON DJ;ALCANTARA R;GALLI A;HOOKS YE;TUDOR CL;GREEN AL;KUSSY FL;TUCK EJ;SIRAGHER EJ;MAGUIRE SA;LAFONT DT;VANCOLLIE VE;PEARSON SA;GATES AS;SANDERSON M;SHANNON C;ANTHONY LFE;SUMOWSKI MT;MCLAREN RSB;SWIATKOWSKA A;ISHERWOOD CM;CAMBRIDGE EL;WILSON HM;CAETANO SS;MAZZEO CI;DABROWSKA MH;LILLISTONE C;ESTABEL J;MAGUIRE AKB;ROBERSON L-A;PAVLOVIC G;BIRLING M-C;MARIE W-D;JACQUOT S;AYADI A;ALI-HADJI D;CHARLES P;ANDRÉ P;LE MARCHAND E;EL AMRI A;VASSEUR L;AGUILAR-PIMENTEL A;BECKER L;TREISE I;MORETH K;STOEGER T;AMARIE OV;NEFF F;WURST W;BEKEREDJIAN R;OLLERT M;KLOPSTOCK T;CALZADA-WACK J;MARSCHALL S;BROMMAGE R;STEINKAMP R;LENGGER C;ÖSTEREICHER MA;MAIER H;STOEGER C;LEUCHTENBERGER S;YILDRIM AÖ;GARRETT L;HÖLTER SM;ZIMPRICH A;SEISENBERGER C;BÜRGER A;GRAW J;EICKELBERG O;ZIMMER A;WOLF E;BUSCH DH;KLINGENSPOR M;SCHMIDT-WEBER C;GAILUS-DURNER V;BECKERS J;RATHKOLB B;ROZMAN J;THE INTERNATIONAL MOUSE PHENOTYPING CONSORTIUM,2-S2.0-85021451528,FALSE
17,3,0.06102941176470588,2018,IDENTIFICATION OF GENETIC ELEMENTS IN METABOLISM BY HIGH-THROUGHPUT MOUSE PHENOTYPING,ROZMAN J;RATHKOLB B;OESTEREICHER MA;SCHÜTT C;RAVINDRANATH AC;LEUCHTENBERGER S;SHARMA S;KISTLER M;WILLERSHÄUSER M;BROMMAGE R;MEEHAN TF;MASON J;HASELIMASHHADI H;AGUILAR-PIMENTEL A;BECKER L;TREISE I;MORETH K;GARRETT L;HÖLTER SM;ZIMPRICH A;MARSCHALL S;AMARIE OV;CALZADA-WACK J;NEFF F;BRACHTHÄUSER L;LENGGER C;STOEGER C;ZAPF L;CHO Y-L;DA SILVA-BUTTKUS P;KRAIGER MJ;MAYER-KUCKUK P;GAMPE KK;WU M;CONTE N;WARREN J;CHEN C-K;TUDOSE I;RELAC M;MATTHEWS P;CATER HL;NATUKUNDA HP;CLEAK J;TEBOUL LM;CLEMENTSON-MOBBS S;SZOKE-KOVACS Z;WALLING AP;JOHNSON SJ;CODNER GF;FIEGEL T;RING N;WESTERBERG H;GREENAWAY S;SNEDDON D;MORGAN H;LOEFFLER J;STEWART ME;RAMIREZ-SOLIS R;BRADLEY A;SKARNES WC;STEEL KP;MAGUIRE SA;DENCH J;LAFONT D;VANCOLLIE VE;PEARSON SA;GATES AS;SANDERSON M;SHANNON C;ANTHONY LFE;SUMOWSKI MT;MCLAREN RSB;DOE B;WARDLE-JONES H;GRIFFITHS MND;GALLI A;SWIATKOWSKA A;ISHERWOOD CM;SPEAK AO;CAMBRIDGE EL;WILSON HM;CAETANO SS;MAGUIRE AKB;ADAMS DJ;BOTTOMLEY J;RYDER E;GLEESON D;POUILLY L;ROUSSEAU S;AUBURTIN A;REILLY P;AYADI A;SELLOUM M;WOOD JA;CLARY D;HAVEL P;TOLENTINO T;TOLENTINO H;SCHUCHBAUER M;PEDROIA S;TRAINOR A;DJAN E;PHAM M;HUYNH A;DE VERA V;SEAVITT J;GALLEGOS J;GARZA A;MANGIN E;SENDERSTROM J;LAZO I;MOWREY K;BOHAT R;SAMACO R;VEERARAGAVAN S;BEETON C;KALAGA S;KELSEY L;VUKOBRADOVIC I;BERBEROVIC Z;OWEN C;QU D;GUO R;NEWBIGGING S;MORIKAWA L;LAW N;SHANG X;FEUGAS P;WANG Y;ESKANDARIAN M;ZHU Y;PENTON P;LAURIN V;CLARKE S;LAN Q;SLEEP G;CREIGHTON A;JACOB E;DANISMENT O;GERTSENSTEIN M;PEREIRA M;MACMASTER S;TONDAT S;CARROLL T;CABEZAS J;HUNTER J;CLARK G;BUBSHAIT M;MILLER D;SOHEL K;ADISSU H;GANGULY M;BEZGINOV A;CHIANI F;DI PIETRO C;DI SEGNI G;ERMAKOVA O;FERRARA F;FRUSCOLONI P;GAMBADORO A;GASTALDI S;GOLINI E;LA SALA G;MANDILLO S;MARAZZITI D;MASSIMI M;MATTEONI R;ORSINI T;PASQUINI M;RASPA M;RAUCH A;ROSSI G;ROSSI N;PUTTI S;SCAVIZZI F;TOCCHINI-VALENTINI GD;WAKANA S;SUZUKI T;TAMURA M;KANEDA H;FURUSE T;KOBAYASHI K;MIURA I;YAMADA I;OBATA Y;YOSHIKI A;AYABE S;CHAMBERS JN;CHALUPSKY K;SEISENBERGER C;BÜRGER A;BEIG J;KÜHN R;HÖRLEIN A;SCHICK J;ORITZ O;GIESERT F;GRAW J;OLLERT M;SCHMIDT-WEBER C;STOEGER T;ÖNDER YILDIRIM A;EICKELBERG O;KLOPSTOCK T;BUSCH DH;BEKEREDJIAN R;ZIMMER A;JACOBSEN JO;SMEDLEY D;DICKINSON ME;BENSO F;MORSE I;KIM H-C;LEE H;CHO SY;HOUGH T;MALLON A-M;WELLS S;SANTOS L;LELLIOTT CJ;WHITE JK;SORG T;CHAMPY M-F;BOWER LR;REYNOLDS CL;FLENNIKEN AM;MURRAY SA;NUTTER LMJ;SVENSON KL;WEST D;TOCCHINI-VALENTINI GP;BEAUDET AL;BOSCH F;BRAUN RB;DOBBIE MS;GAO X;HERAULT Y;MOSHIRI A;MOORE BA;KENT LLOYD KC;MCKERLIE C;MASUYA H;TANAKA N;FLICEK P;PARKINSON HE;SEDLACEK R;SEONG JK;WANG C-KL;MOORE M;BROWN SD;TSCHÖP MH;WURST W;KLINGENSPOR M;WOLF E;BECKERS J;MACHICAO F;PETER A;STAIGER H;HÄRING H-U;GRALLERT H;CAMPILLOS M;MAIER H;FUCHS H;GAILUS-DURNER V;WERNER T;DE ANGELIS MH,2-S2.0-85040788526,FALSE
18,2,0.05813953488372093,2021,ANALYSES OF BLOOD DONOR SAMPLES FROM EIGHT PROVINCES IN LAO PDR SUGGEST CONSIDERABLE VARIATION CONCERNING HBV EXPOSURE AND CARRIAGE,NOUANTHONG P;HEFELE L;KEOKHAMPHUE J;SORRASIN V;KHOUNVISITH V;SOUKSAKHONE C;JUTAVIJITTUM P;MULLER CP;BLACK AP;HÜBSCHEN JM,2-S2.0-85121144267,FALSE
18,2,0.05813953488372093,2020,TIMELINESS OF IMMUNISATION WITH THE PENTAVALENT VACCINE AT DIFFERENT LEVELS OF THE HEALTH CARE SYSTEM IN THE LAO PEOPLE’S DEMOCRATIC REPUBLIC: A CROSS-SECTIONAL STUDY,HEFELE L;SYPHAN S;XAYAVONG D;HOMSANA A;KLEINE D;CHANTHAVILAY P;NOUANTHONG P;XAYDALASOUK K;PHATHAMMAVONG O;BILLAMAY S;XEUATVONGSA A;REINHARZ D;BLACK AP;MULLER CP,2-S2.0-85097514874,FALSE
19,2,0.09090909090909091,2021,FIRST EXPERT ELICITATION OF KNOWLEDGE ON DRIVERS OF EMERGENCE OF INFLUENZA D IN EUROPE,SAEGERMAN C;BIANCHINI J;SNOECK CJ;MORENO A;CHIAPPONI C;ZOHARI S;DUCATEZ MF,2-S2.0-85104630641,FALSE
19,2,0.09090909090909091,2021,EMERGING INFLUENZA D VIRUS INFECTION IN EUROPEAN LIVESTOCK AS DETERMINED IN SEROLOGY STUDIES: ARE WE UNDERESTIMATING ITS SPREAD OVER THE CONTINENT?,GAUDINO M;MORENO A;SNOECK CJ;ZOHARI S;SAEGERMAN C;O'DONOVAN T;RYAN E;ZANNI I;FONI E;SAUSY A;HÜBSCHEN JM;MEYER G;CHIAPPONI C;DUCATEZ MF,2-S2.0-85091039264,FALSE
20,2,0.07065217391304347,2021,COVID-19 PANDEMIC AND ALLERGEN IMMUNOTHERAPY—AN EAACI SURVEY,PFAAR O;AGACHE I;BONINI M;BROUGH HA;CHIVATO T;DEL GIACCO SR;GAWLIK R;GELINCIK A;HOFFMANN-SOMMERGRUBER K;JUTEL M;KLIMEK L;KNOL EF;LAUERMA A;OLLERT M;O'MAHONY L;MORTZ CG;PALOMARES O;RIGGIONI C;SCHWARZE J;SKYPALA I;TORRES MJ;UNTERSMAYR E;WALUSIAK-SKORUPA J;CHAKER A;GIOVANNINI M;HEFFLER E;JENSEN-JAROLIM E;QUECCHIA C;SANDOVAL-RUBALLOS M;SAHINER U;TOMIĆ SPIRIĆ V;ALVARO-LOZANO M,2-S2.0-85103890540,FALSE
20,2,0.07065217391304347,2021,COVID-19 PANDEMIC: PRACTICAL CONSIDERATIONS ON THE ORGANIZATION OF AN ALLERGY CLINIC—AN EAACI/ARIA POSITION PAPER,PFAAR O;KLIMEK L;JUTEL M;AKDIS CA;BOUSQUET J;BREITENEDER H;CHINTHRAJAH S;DIAMANT Z;EIWEGGER T;FOKKENS WJ;FRITSCH H-W;NADEAU KC;O'HEHIR RE;O'MAHONY L;RIEF W;SAMPATH V;SCHEDLOWSKI M;TORRES MJ;TRAIDL-HOFFMANN C;WANG DY;ZHANG L;BONINI M;BREHLER R;BROUGH HA;CHIVATO T;DEL GIACCO SR;DRAMBURG S;GAWLIK R;GELINCIK A;HOFFMANN-SOMMERGRUBER K;HOX V;KNOL EF;LAUERMA A;MATRICARDI PM;MORTZ CG;OLLERT M;PALOMARES O;RIGGIONI C;SCHWARZE J;SKYPALA I;UNTERSMAYR E;WALUSIAK-SKORUPA J;ANSOTEGUI IJ;BACHERT C;BEDBROOK A;BOSNIC-ANTICEVICH S;BRUSSINO L;CANONICA GW;CARDONA V;CARREIRO-MARTINS P;CRUZ AA;CZARLEWSKI W;FONSECA JA;GOTUA M;HAAHTELA T;IVANCEVICH JC;KUNA P;KVEDARIENE V;LARENAS-LINNEMANN DE;ABDUL LATIFF AH;MÄKELÄ M;MORAIS-ALMEIDA M;MULLOL J;NACLERIO R;OHTA K;OKAMOTO Y;ONORATO GL;PAPADOPOULOS NG;PATELLA V;REGATEIRO FS;SAMOLIŃSKI B;SUPPLI ULRIK C;TOPPILA-SALMI S;VALIULIS A;VENTURA M-T;YORGANCIOGLU A;ZUBERBIER T;AGACHE I,2-S2.0-85094559421,FALSE
21,2,0.10891089108910891,2021,IN SILICO APPROACH FOR VALIDATING AND UNVEILING NEW APPLICATIONS FOR PROGNOSTIC BIOMARKERS OF ENDOMETRIAL CANCER,LA RUBIA EC;MARTINEZ-GARCIA E;DITTMAR G;NAZAROV PV;BEBIA V;CABRERA S;GIL-MORENO A;COLÁS E,2-S2.0-85116736757,FALSE
21,2,0.10891089108910891,2020,PROGNOSTIC BIOMARKERS IN ENDOMETRIAL CANCER: A SYSTEMATIC REVIEW AND META-ANALYSIS,LA RUBIA EC;MARTINEZ-GARCIA E;DITTMAR G;GIL-MORENO A;CABRERA S;COLAS E,2-S2.0-85109636241,FALSE
22,2,0.022388059701492536,2021,COMPREHENSIVE MAPPING OF IMMUNE TOLERANCE YIELDS A REGULATORY TNF RECEPTOR 2 SIGNATURE IN A MURINE MODEL OF SUCCESSFUL FEL D 1-SPECIFIC IMMUNOTHERAPY USING HIGH-DOSE CPG ADJUVANT,LEONARD C;MONTAMAT G;DAVRIL C;DOMINGUES O;HUNEWALD O;REVETS D;GUERIN C;BLANK S;HECKENDORN J;JARDON G;HENTGES F;OLLERT M,2-S2.0-85099071097,FALSE
22,2,0.022388059701492536,2021,CPG ADJUVANT IN ALLERGEN-SPECIFIC IMMUNOTHERAPY: FINDING THE SWEET SPOT FOR THE INDUCTION OF IMMUNE TOLERANCE,MONTAMAT G;LEONARD C;POLI A;KLIMEK L;OLLERT M,2-S2.0-85102375711,FALSE
23,2,0.0718954248366013,2021,METABOLIC PLASTICITY OF GILTHEAD SEABREAM UNDER DIFFERENT STRESSORS: ANALYSIS OF THE STRESS RESPONSIVE HEPATIC PROTEOME AND GENE EXPRESSION,RAPOSO DE MAGALHÃES C;SCHRAMA D;NAKHARUTHAI C;BOONANUNTANASARN S;REVETS D;PLANCHON S;KUEHN A;CERQUEIRA M;CARRILHO R;FARINHA AP;RODRIGUES PM,2-S2.0-85106015685,FALSE
23,2,0.0718954248366013,2020,PROTEIN CHANGES AS ROBUST SIGNATURES OF FISH CHRONIC STRESS: A PROTEOMICS APPROACH TO FISH WELFARE RESEARCH,RAPOSO DE MAGALHÃES C;SCHRAMA D;FARINHA AP;REVETS D;KUEHN A;PLANCHON S;RODRIGUES PM;CERQUEIRA M,2-S2.0-85083812143,FALSE
24,2,0.06756756756756757,2021,ACTIVE COMPONENTS FROM CASSIA ABBREVIATA PREVENT HIV-1 ENTRY BY DISTINCT MECHANISMS OF ACTION,ZHENG Y;YANG X-W;SCHOLS D;MORI M;BOTTA B;CHEVIGNÉ A;MULINGE M;STEINMETZ A;SCHMIT J-C;SEGUIN-DEVAUX C,2-S2.0-85105537913,FALSE
24,2,0.06756756756756757,2021,CHEMICAL CONSTITUENTS OF CASSIA ABBREVIATA AND THEIR ANTI-HIV-1 ACTIVITY,YANG X;HE Z;ZHENG Y;WANG N;MULINGE M;SCHMIT J-C;STEINMETZ A;SEGUIN-DEVAUX C,2-S2.0-85105085222,FALSE
25,2,0.04504504504504504,2021,CYTOTOXIC CD8+ T CELLS EXPRESSING CXCR5 ARE DETECTABLE IN HIV-1 ELITE CONTROLLERS AFTER PROLONGED IN VITRO PEPTIDE STIMULATION,ADAMS P;ISERENTANT G;SERVAIS J-Y;VANDEKERCKHOVE L;VANHAM G;SEGUIN-DEVAUX C;THE PHENOCURE STUDY GROUP,2-S2.0-85102359509,FALSE
25,2,0.04504504504504504,2019,IN-VITRO VIRAL SUPPRESSIVE CAPACITY CORRELATES WITH IMMUNE CHECKPOINT MARKER EXPRESSION ON PERIPHERAL CD8+ T CELLS IN TREATED HIV-POSITIVE PATIENTS,PANNUS P;ADAMS P;WILLEMS E;HEYNDRICKX L;FLORENCE E;RUTSAERT S;DE SPIEGELAERE W;VANDEKERCKHOVE L;SEGUIN-DEVAUX C;VANHAM G,2-S2.0-85060960996,FALSE
26,2,0.11320754716981132,2019,HIGH PREVALENCE OF HELMINTH INFECTIONS IN MOTHER-CHILD PAIRS FROM THREE CENTRAL PROVINCES OF LAO PEOPLE'S DEMOCRATIC REPUBLIC,PAULY M;SAYASINH K;MULLER CP;SAYASONE S;BLACK AP,2-S2.0-85074892753,FALSE
26,2,0.11320754716981132,2017,"HIGH PREVALENCE OF INTESTINAL WORMS IN CHILDREN UP TO 5 YEARS OF AGE IN HUAPHAN PROVINCE, LAO PEOPLE'S DEMOCRATIC REPUBLIC (PDR)","NANTHAVONG N;BLACK AP;KHATTIGNAVONG P;LORPHACHAN L;VILIVONG K;GOOSSENS S;BUISSON Y;QUET F;MULLER CP;NAKAMURA S",2-S2.0-85021660557,FALSE
27,2,0.1111111111111111,2018,HIGH CIRCULATION OF HEPATITIS E VIRUS IN PIGS AND PROFESSIONALS EXPOSED TO PIGS IN LAOS,KHOUNVISITH V;TRITZ S;KHENKHA L;PHOUTANA V;KEOSENGTHONG A;POMMASICHAN S;NOUANTHONG P;HÜBSCHEN JM;SNOECK CJ;REINHARZ D;MULLER CP;BLACK AP;PAULY M,2-S2.0-85052782943,FALSE
27,2,0.1111111111111111,2018,EVIDENCE OF INCREASED HEPATITIS E VIRUS EXPOSURE IN LAO VILLAGERS WITH CONTACT TO RUMINANTS,TRITZ SE;KHOUNVISITH V;POMMASICHAN S;NINNASOPHA K;KEOSENGTHONG A;PHOUTANA V;CAMOIN M;HÜBSCHEN JM;BLACK AP;MULLER CP;SNOECK CJ;PAULY M,2-S2.0-85051262958,FALSE
28,2,0.09142857142857143,2018,REASSESSMENT OF THE CAPACITY OF THE HIV-1 ENV CYTOPLASMIC DOMAIN TO TRIGGER NF-ΚB ACTIVATION,BERAUD C;LEMAIRE M;PEREZ BERCOFF D,2-S2.0-85042168789,FALSE
28,2,0.09142857142857143,2016,THE ENVELOPE CYTOPLASMIC TAIL OF HIV-1 SUBTYPE C CONTRIBUTES TO POOR REPLICATION CAPACITY THROUGH LOW VIRAL INFECTIVITY AND CELL-TO-CELL TRANSMISSION,DA SILVA ES;MULINGE M;LEMAIRE M;MASQUELIER C;BERAUD C;RYBICKI A;SERVAIS J-Y;ISERENTANT G;SCHMIT J-C;SEGUIN-DEVAUX C;BERCOFF DP,2-S2.0-84991669706,FALSE
29,2,0.14285714285714285,2017,HUMAN VERY SMALL EMBRYONIC-LIKE CELLS SUPPORT VASCULAR MATURATION AND THERAPEUTIC REVASCULARIZATION INDUCED BY ENDOTHELIAL PROGENITOR CELLS,GUERIN CL;ROSSI E;SAUBAMEA B;CRAS A;MIGNON V;SILVESTRE J-S;SMADJA DM,2-S2.0-85015695436,FALSE
29,2,0.14285714285714285,2017,CO-INJECTION OF MESENCHYMAL STEM CELLS WITH ENDOTHELIAL PROGENITOR CELLS ACCELERATES MUSCLE RECOVERY IN HIND LIMB ISCHEMIA THROUGH AN ENDOGLIN-DEPENDENT MECHANISM,ROSSI E;GOYARD C;CRAS A;DIZIER B;BACHA N;LOKAJCZYK A;GUERIN CL;GENDRON N;PLANQUETTE B;MIGNON V;BERNABEU C;SANCHEZ O;SMADJA DM,2-S2.0-85031111720,FALSE
